level_name,Influence,high
strong,51.27331642212525,1
strong,-4.012097195623698,1
strong,-1.0927412312182305,0
strong,-7.562169726091561,1
strong,-7.520263224467638,0
effective,13.579404024302221,1
effective,16.267678413473696,0
strong,-3.218983943762377,1
strong,-5.5041144598846685,0
excellent,-23.087654755698306,1
excellent,-25.147493249965446,0
strong,3.2552893818559747,0
strong,-1.0693745731229165,1
specialist,2.022431097661581,1
specialist,6.62888390849774,0
experience,17.51710156440709,1
experience,24.330502482553218,0
skill,-2.639794842602472,0
skill,0.24187624204787816,1
strong,-13.546754938656115,1
strong,-8.113061626947559,0
strong,-5.370695634546518,1
strong,-3.8925702398750817,0
excellent,-17.71926347072177,1
excellent,-19.42857695639536,0
strong,-9.011998477465156,1
strong,-4.1286368072561475,0
strong,-4.869253348188374,1
strong,-6.053198127656523,0
strong,-3.0682722462307965,1
strong,-1.8924373780962789,0
goodat,-10.718926707518461,1
goodat,-7.946308638922661,0
strong,17.359998554090073,1
strong,10.713807118293817,0
strong,5.027594626253928,0
strong,-1.8124668805544197,1
strong,14.219847841158352,0
strong,9.422623961467046,1
strong,29.524697729958227,1
strong,39.0730290144726,0
strong,14.438897511809978,0
strong,4.615513223262679,1
strong,9.395981595683068,1
strong,4.549455527940238,0
strong,3.3004601077280427,0
strong,-1.6993179340027753,1
excellent,-4.867176982613386,1
excellent,-7.796866545842995,0
experience,-3.357521486929438,0
experience,-1.8629939390931383,1
strong,-5.5041144598846685,0
strong,-3.218983943762377,1
strong,13.025039092103107,0
strong,23.68746309815075,1
strong,-4.3262837503305835,1
strong,-9.117667530288209,0
strong,-4.869253348188374,1
strong,-6.053198127656523,0
strong,8.079072684320444,1
strong,5.866462535409989,0
strong,-57.78691967083511,0
strong,-68.83713885650016,1
strong,-24.32845838009543,1
strong,-29.454910109512657,0
excellent,4.182363755712792,0
excellent,5.5599545936856565,1
strong,10.05808609767287,0
strong,7.1057698324052065,1
strong,5.91502124072143,0
strong,0.28370203109893133,1
excellent,-4.201312497286358,1
excellent,-7.630477555609094,0
strong,-46.110094529225876,1
strong,-61.78294692011478,0
goodat,-1.6993179340027753,1
goodat,3.3004671076855674,0
effective,31.819315281440485,1
effective,34.908908285303085,0
strong,-10.572581866336762,1
strong,-17.058181341632906,0
goodat,-39.57101771781504,0
goodat,-40.31417632803935,1
strong,53.86188245260075,1
strong,56.0410380405898,0
goodat,3.900216467982154,0
goodat,-0.34719516021691765,1
proficient,-12.800359912231885,1
proficient,-13.051419657497366,0
proficient,-8.041712844276084,1
proficient,-12.848000891986356,0
strong,18.33215291629664,1
strong,18.350410773980318,0
strong,-22.91923877258999,0
strong,-18.92654027972536,1
excellent,-6.843059334219914,0
excellent,-3.185612855786968,1
excellent,4.48733090495641,0
excellent,10.798735246286363,1
strong,-11.583486565953871,0
strong,-2.0867482843671348,1
goodat,-4.1022893252869785,1
goodat,-6.187667311602385,0
excellent,-11.523421038187642,1
excellent,-18.990757613392873,0
strong,-8.177487686952635,1
strong,-9.622896464201647,0
excellent,6.208893457296916,0
excellent,3.204531974068514,1
strong,-1.3924514123648257,0
strong,-4.395556496825925,1
excellent,7.302628754840734,1
excellent,10.828739420803268,0
strong,1.2980592597129803,0
strong,1.2296747211334447,1
strong,-1.8629939390931383,1
strong,-3.357521486929438,0
strong,-10.712432852124032,0
strong,-1.637461705795562,1
strong,-8.043127368324033,1
strong,-6.856660251679958,0
strong,-15.48554831701069,1
strong,-6.103548822092886,0
excellent,-6.053198127656523,0
excellent,-4.869253348188374,1
strong,-7.3767640953218745,0
strong,-4.540551700383877,1
strong,-6.057678100468877,0
strong,-5.5918026137124155,1
excellent,14.484608574000468,1
excellent,17.040263724879456,0
strong,-24.633808367368715,0
strong,-18.78596384165666,1
strong,-5.0348583076629705,0
strong,-7.8667920218686955,1
goodat,-11.5388618367683,0
goodat,-2.0921857667166144,1
strong,4.6720747192536605,1
strong,6.663953695669456,0
excellent,-5.783293765627128,0
excellent,-12.207713267992649,1
goodat,-12.910510512633744,0
goodat,-8.012436089668828,1
strong,-14.390460135480353,1
strong,-11.3299061048595,0
effective,-6.053198127656523,0
effective,-4.869253348188374,1
strong,14.280915470556788,0
strong,6.845147020890452,1
strong,3.95842811471272,0
strong,-2.826751998005861,1
strong,-14.011516929403722,1
strong,-25.14614925812173,0
strong,0.8584335336115245,1
strong,4.077329393135631,0
excellent,-2.8326177307551936,1
excellent,-0.2770361814935618,0
specialist,-7.282606567347494,1
specialist,-5.717438165285504,0
effective,-10.304185661200659,1
effective,-10.258261608356445,0
experience,4.776885760293292,1
experience,-0.5698094047385194,0
excellent,4.479252953979129,0
excellent,5.441024266736139,1
excellent,-8.80049468908355,1
excellent,-8.110632641688342,0
strong,-17.058181341632906,0
strong,-10.572581866336762,1
strong,-4.955219790965836,0
strong,-2.824286313885571,1
excellent,7.051163345807354,0
excellent,10.476963468588396,1
effective,6.097069135926003,0
effective,3.134298908494748,1
excellent,8.137584752633686,0
excellent,6.082556342981338,1
strong,7.296801953945975,1
strong,13.74427772725424,0
strong,-11.452629949365601,1
strong,-14.69623467559622,0
strong,0.28370203109893133,1
strong,5.91502124072143,0
strong,-19.164160561061117,0
strong,-27.843816673606547,1
excellent,-0.13962701538957623,0
excellent,2.5763405466425526,1
strong,-0.03455939104884953,1
strong,-6.61720570485953,0
strong,11.926227708071258,1
strong,19.701598574016877,0
strong,5.060686002538817,1
strong,7.496220644884821,0
strong,-18.27233797327149,0
strong,-13.94275029701728,1
strong,-8.109921453414238,1
strong,-6.326371469847414,0
strong,-8.888761919449406,0
strong,-7.067125241161321,1
strong,19.222991611672935,1
strong,22.466721793292965,0
strong,59.166421073554496,0
strong,54.60375489525697,1
excellent,0.9765302109787211,0
excellent,6.497628310062664,1
strong,-4.687366416489603,0
strong,0.9282123942157661,1
excellent,46.349820853751744,0
excellent,46.11562433387002,1
strong,-9.011998477465156,1
strong,-4.128629807298623,0
strong,-21.164552421268123,0
strong,-13.143933528467166,1
strong,-9.011998477465156,1
strong,-4.128629807298623,0
specialist,-20.081448994305962,0
specialist,-13.880628034470776,1
strong,-14.529070514895237,1
strong,-6.9067379477730455,0
excellent,1.341441586849279,1
excellent,-0.43923919713091397,0
strong,-9.080259757305065,0
strong,1.1795045379279667,1
strong,0.16801602536034022,1
strong,-2.762518097830935,0
excellent,17.51710156440709,1
excellent,24.330502482553218,0
goodat,7.051163345807354,0
goodat,10.476963468588396,1
strong,-8.503191581958236,1
strong,-4.611829874898776,0
excellent,-6.937796759286218,0
excellent,-9.54171826749759,1
strong,-10.664577838593326,1
strong,0.7259667315751894,0
strong,26.83606385605344,1
strong,28.90923069559119,0
strong,-23.08746175169395,0
strong,-17.802188320872613,1
strong,-11.11924999037499,1
strong,-16.379073462939942,0
excellent,-1.8124668805544197,1
excellent,5.027594626253928,0
strong,3.126304901031074,1
strong,6.084854210054824,0
goodat,16.983907066891547,0
goodat,7.057890139974599,1
strong,-2.4111933827429044,1
strong,1.0814735741081716,0
strong,-6.955548651555176,0
strong,-1.1703573151336744,1
strong,-4.955219790965836,0
strong,-2.824286313885571,1
strong,36.99861960345645,0
strong,39.422901130600295,1
excellent,-13.206315336710539,1
excellent,-24.608776519279672,0
strong,3.6403360451204403,0
strong,-1.530399105835556,1
strong,-1.7332729997961316,1
strong,-5.3145066105592225,0
goodat,-4.659780504884803,1
goodat,-3.8766593364337187,0
proficient,-6.398334378102055,1
proficient,-8.141124456642457,0
excellent,-4.458840226365924,1
excellent,-3.433324026905993,0
strong,60.0043168693609,1
strong,59.02845191084898,0
strong,34.95520600433579,0
strong,32.68927352550342,1
strong,-4.242008119238816,0
strong,-4.753885285928439,1
strong,24.86529923702816,0
strong,25.199978623961528,1
effective,34.908908285303085,0
effective,31.819315281440485,1
excellent,-5.305385665911578,0
excellent,-0.7510028440539607,1
excellent,-3.4416676630367737,1
excellent,0.509038048051913,0
strong,39.131268661033225,0
strong,29.947990806987978,1
specialist,-27.843816673606547,1
specialist,-19.164160561061117,0
excellent,30.493179520554037,1
excellent,14.313248274338441,0
strong,-5.2351410922053425,0
strong,-9.631858488021495,1
specialist,23.82667043266846,1
specialist,11.32157842990753,0
goodat,4.39113048876858,0
goodat,0.5862349840162429,1
strong,-5.491437536817201,0
strong,-3.791502819209136,1
excellent,-16.461615330597613,1
excellent,-6.656811464503765,0
goodat,6.635995865337363,0
goodat,4.656437091017063,1
excellent,34.96282894368446,1
excellent,35.33341370910388,0
strong,12.318190381761141,0
strong,15.600953548104691,1
strong,-24.349734638596576,1
strong,-30.652140843869567,0
excellent,-17.725901351919294,1
excellent,-18.440952949996525,0
skill,-13.150343057160207,0
skill,-13.606722971918561,1
strong,15.901377692234897,1
strong,24.431399870236483,0
strong,-31.374767458460052,0
strong,-9.629496622179945,1
strong,4.851055697617035,0
strong,1.9006457680464717,1
strong,-30.982503838993203,0
strong,-30.11078611972946,1
strong,-12.990314919130629,1
strong,-22.832264300412618,0
strong,-10.304185661200659,1
strong,-10.258261608356445,0
strong,-23.56343086317665,0
strong,-16.76846971936784,1
strong,-10.421831236950652,1
strong,-9.58212171165167,0
strong,-34.37445925420811,0
strong,-37.05748776467402,1
strong,12.512204027900875,1
strong,19.840505731029957,0
strong,15.433332476875105,0
strong,11.6896907372263,1
strong,-16.826517747531454,0
strong,-14.248832537339318,1
strong,1.968277192356438,0
strong,-1.4407001129963293,1
strong,6.084854210054824,0
strong,3.126304901031074,1
strong,-6.86126657168672,1
strong,-6.319623510798811,0
strong,-16.74665490354569,1
strong,-14.962548059418213,0
strong,5.92562203736724,1
strong,7.882317301777153,0
strong,10.774734748541848,0
strong,14.784085376337085,1
strong,-2.896616284028275,0
strong,-4.400189387515097,1
skill,-0.8436477428937605,0
skill,-0.916021998125649,1
excellent,-7.863653140534699,0
excellent,-2.7542479075844617,1
goodat,1.5058529986735847,0
goodat,-4.805405106757677,1
excellent,-7.562169726091561,1
excellent,-7.520263224467638,0
excellent,36.58213454647354,1
excellent,23.70932625229003,0
strong,-30.631651968210562,0
strong,-23.82248053268443,1
specialist,-29.676475327867447,1
specialist,-31.299510915170003,0
excellent,-14.735240639206104,1
excellent,-20.482644559567444,0
excellent,-6.398334378102055,1
excellent,-8.141124456642457,0
strong,-7.512500271578726,0
strong,-8.847433528362991,1
strong,-7.534884984707801,1
strong,-10.015706080354981,0
strong,-22.574312299138533,1
strong,-13.28215925720625,0
excellent,-29.572390396559143,0
excellent,-26.70144575474843,1
strong,-7.282606567347494,1
strong,-5.717438165285504,0
strong,-6.687240279840189,0
strong,-6.88302298972705,1
strong,-20.139332434787494,1
strong,-24.245912721393903,0
strong,20.21218947539005,0
strong,21.631990951767044,1
strong,-22.832264300412618,0
strong,-12.990314919130629,1
skill,13.018785319057091,1
skill,20.918737187558676,0
excellent,31.27016236778757,0
excellent,32.5460432326842,1
proficient,-2.824286313885571,1
proficient,-4.955219790965836,0
goodat,79.48473976198727,1
goodat,81.62004480908081,0
strong,-9.265912032715761,1
strong,-16.514025643954632,0
strong,-20.139332434787494,1
strong,-24.245912721393903,0
strong,-18.396119716311365,1
strong,-18.80483874168012,0
strong,-26.854642889773707,0
strong,-22.972377534432276,1
excellent,-0.13962701538957623,0
excellent,2.5763405466425526,1
strong,20.411044268598477,0
strong,24.916386018273528,1
excellent,29.685301985841562,0
excellent,31.810036522777295,1
strong,24.693394280269043,0
strong,17.19414885378836,1
effective,-12.278179924693589,1
effective,-3.671420581967655,0
strong,-27.917628438825382,0
strong,-26.141015220133525,1
effective,7.300361833494651,0
effective,-0.1711258481008615,1
strong,6.567854886994007,1
strong,11.829880345171894,0
strong,-1.1293945155247398,1
strong,-5.05773416883607,0
strong,-5.424769941403341,0
strong,-13.578062638341382,1
excellent,-1.1190061990073996,1
excellent,6.060312358992137,0
effective,-17.013822610833053,0
effective,-19.572315928114424,1
strong,6.96364287694351,0
strong,14.963755884997255,1
strong,-6.053198127656523,0
strong,-4.869253348188374,1
strong,-5.5041144598846685,0
strong,-3.218983943762377,1
strong,9.422623961467046,1
strong,14.219847841158352,0
strong,-15.522306662407004,0
strong,-13.59845644147316,1
strong,-5.717438165285504,0
strong,-7.282606567347494,1
strong,3.1663689214882496,0
strong,2.0511238744508553,1
strong,11.123439890358998,1
strong,0.15967716822087308,0
excellent,0.8856598772134738,1
excellent,4.120925128565878,0
strong,-20.86048826654453,0
strong,-20.255180656586635,1
effective,-0.01582668037705126,1
effective,-3.437412002097273,0
excellent,-4.955219790965836,0
excellent,-2.824286313885571,1
effective,-18.39914342367993,1
effective,-20.850954324403236,0
strong,33.1156681736108,1
strong,29.267936518710492,0
strong,6.318587199717429,1
strong,5.577315290160034,0
strong,-5.858095311678435,0
strong,0.2788290606401622,1
strong,-2.730402292732359,0
strong,-0.3413229388251726,1
strong,5.64168689950757,0
strong,3.0505110689017956,1
strong,-7.796866545842995,0
strong,-4.867170493970951,1
goodat,-21.379318117917943,0
goodat,-7.702110277202923,1
excellent,-9.009980509671955,1
excellent,-0.5162667296733536,0
skill,-7.067125241161321,1
skill,-8.888761919449406,0
strong,39.53000266241482,1
strong,38.94473379305876,0
strong,2.356187397912679,1
strong,5.44192211182164,0
strong,-44.95362105237006,0
strong,-34.00783880370408,1
excellent,17.51710156440709,1
excellent,24.330502482553218,0
excellent,14.313248274338441,0
excellent,30.493179520554037,1
strong,10.798735246286363,1
strong,4.48733090495641,0
excellent,21.121329958082423,0
excellent,20.70016999085449,1
excellent,5.441024266736139,1
excellent,4.479252953979129,0
strong,-3.647032729970401,0
strong,-0.0029272592424911537,1
effective,25.475135536110074,0
effective,16.736452994638107,1
excellent,-8.067634970751225,1
excellent,-12.99857697818414,0
excellent,-31.250963877449024,1
excellent,-32.035717447347935,0
experience,-16.811833316672843,1
experience,-13.327791980274606,0
strong,13.053766917762344,0
strong,11.851115183396278,1
strong,10.504293630469075,1
strong,15.449971375898496,0
strong,-4.653220487396337,1
strong,-1.0247366439181893,0
strong,8.262806992696547,0
strong,0.024208243365575477,1
experience,-19.714770219572173,0
experience,-22.47739793592626,1
strong,-20.081448994305962,0
strong,-13.880628034470776,1
know,2.345573879210572,1
know,9.346439961957875,0
know,-15.458608571247689,0
know,-14.385270675727725,1
know,3.68741180365888,0
know,9.499493470551656,1
know,7.201098073436341,1
know,5.165491476396955,0
know,-6.581909304492473,0
know,-2.638219725074209,1
experience,17.82672032740422,0
experience,18.561529995245763,1
experience,38.501279917965704,0
experience,39.3565040517285,1
know,0.3022853808766657,0
know,2.9302077963265116,1
know,-24.138524186545084,1
know,-35.10230367860676,0
know,5.610957386022242,1
know,9.465671025510968,0
know,-1.3254393397649444,1
know,1.2494338188232978,0
know,-0.36726198179197755,1
know,5.7252899125900925,0
know,-12.00231857493751,0
know,-14.987866634547252,1
know,0.3210850587002323,0
know,0.493705217289242,1
know,-23.73145124081676,1
know,-26.98349617962674,0
know,0.3210850587002323,0
know,0.493705217289242,1
know,10.077013921859024,1
know,9.712575009181567,0
experience,-40.42500455557034,0
experience,-37.89288059455424,1
know,-2.10402693291204,0
know,-2.9675904891928173,1
experience,4.942486193305173,1
experience,2.9475939695046804,0
know,-3.4660804284955993,0
know,-3.9633459735345378,1
know,-14.843473591096357,0
know,-19.59922489865187,1
know,-2.3309119884987295,0
know,-1.6533074112583535,1
experience,12.677201889661838,1
experience,12.649923064926893,0
know,-18.386045864162615,0
know,-18.19653160281073,1
proficient,-17.279384656442986,0
proficient,-13.136192565915527,1
know,-12.163851816570471,0
know,-7.799493220209253,1
know,-2.3309119884987295,0
know,-1.6533074112583535,1
know,-17.38814242950464,1
know,-13.058973104122696,0
know,-2.8254833340958463,1
know,-4.647928735602269,0
know,-8.200794964437886,0
know,-3.8766114200660673,1
know,-12.718914283221705,1
know,-21.988703951248677,0
know,-5.997371699921827,0
know,2.5487292735492773,1
know,-12.579212517398908,1
know,-14.92472210606335,0
know,-0.8823504193538056,1
know,-1.5661053299613648,0
know,2.296352587680972,1
know,7.789329648535892,0
know,-0.1041197606596711,0
know,0.8470650097197829,1
know,14.925055662611243,0
know,18.019598494457956,1
excellent,1.0234777158159236,0
excellent,-2.0134239151332167,1
specialist,-6.627209189988637,1
specialist,3.252464594123561,0
know,-7.400246855411973,0
know,-12.565434231421646,1
specialist,0.47732694874820236,1
specialist,3.2335836329492995,0
know,3.1318821195166047,1
know,3.4204540561826535,0
know,-5.1851972389107,1
know,-7.22451225122297,0
experience,2.6281039536690587,0
experience,-1.693469304083417,1
know,-2.4905450397471163,1
know,-5.2972840063935545,0
know,5.574044820772928,0
know,6.713187831988154,1
familiar,5.809939835372946,1
familiar,-2.910276488393415,0
know,-9.389823095543793,1
know,-9.958779661226158,0
specialist,-17.50588758581796,1
specialist,-18.47195655988696,0
know,-5.866325520750748,0
know,-9.504854756541082,1
experience,-14.832629837771682,1
experience,-15.537621794070745,0
know,-29.638123323815847,0
know,-25.962722763759604,1
know,-21.038274707432613,1
know,-26.570338714029628,0
know,-9.404880073911526,0
know,-4.5964552412366295,1
experience,-0.7027732452711821,1
experience,1.4641379837139201,0
know,21.489618466756923,1
know,27.90223289774556,0
know,3.6116302535400546,1
know,-2.456355422425893,0
know,-7.384611422311638,0
know,-0.03872364452328636,1
know,-0.9141896336233968,0
know,1.3868776057986754,1
know,11.570420122867041,1
know,17.245393415185784,0
know,-1.2847836532277057,0
know,-5.033068529399509,1
know,6.166286925798126,0
know,9.568552466881775,1
experience,10.296352033827905,0
experience,10.522264989932339,1
know,-5.084693208620827,0
know,-2.132623115749366,1
know,-12.481769927633469,1
know,-12.409896519105212,0
know,4.230296374858744,1
know,-0.8749994466842215,0
know,8.271209815880498,1
know,10.404389218800446,0
know,2.3793250042172476,1
know,11.059277563392179,0
experience,-1.263092610501082,0
experience,-7.595159455394662,1
know,7.769937763443013,0
know,1.1903816262595068,1
familiar,-0.135166240994955,1
familiar,-4.59339921919738,0
know,3.9975303682864505,1
know,8.859366900816612,0
know,5.9347065662191945,1
know,8.504007703512784,0
know,-3.191145746724211,1
know,-3.6060619702888097,0
know,-15.765848024943786,0
know,-16.490278180568264,1
know,-3.7189151803247666,1
know,-3.4178387598618465,0
know,-2.4484477135946037,0
know,-0.8576478823133615,1
know,-12.841929674461595,1
know,-12.985243299094417,0
know,-12.565434231421646,1
know,-7.400246855411973,0
know,-7.780954846223431,0
know,-6.545436765404878,1
know,-3.4696519870900056,1
know,-1.6838036217586283,0
know,-4.641420261593554,0
know,0.6922876693224334,1
know,-4.044102188717069,1
know,-6.625482986415254,0
know,-26.54385775956597,0
know,-25.02624255757665,1
know,4.9460753584243955,1
know,12.278330421299799,0
know,-15.786993308030095,0
know,-18.39778971257585,1
experience,8.79721997326146,0
experience,2.6975607078756347,1
know,7.60530414257663,0
know,0.93266443566562,1
know,0.8470650097197829,1
know,-0.1041197606596711,0
experience,-7.570587728687417,0
experience,-6.9218450519143,1
know,-13.463536316600855,1
know,-18.68936049321116,0
know,21.441646394490665,0
know,19.531620786837365,1
know,-0.34432159509621973,1
know,-5.697412912065991,0
experience,22.871594711713783,0
experience,15.387702631189226,1
strong,4.297063494666964,1
strong,9.99372250730659,0
know,-21.493963543345117,1
know,-17.3817784544963,0
know,12.716087712387502,0
know,4.91641069249924,1
know,-1.693469304083417,1
know,2.6281039536690587,0
experience,-15.786993308030095,0
experience,-18.39778971257585,1
know,-1.0763615301546237,0
know,-0.7939077692322161,1
know,4.942486193305173,1
know,2.9475939695046804,0
know,1.798615385108171,1
know,-0.8740356583831765,0
know,-3.2312752073343276,1
know,-7.896504935181059,0
know,3.833501208660972,0
know,3.64365166041698,1
know,15.850454998295028,0
know,8.599531938382965,1
know,-1.874505927837966,1
know,-2.754171813395734,0
know,9.586746939459045,1
know,6.196152751222606,0
know,-25.58061721816034,1
know,-33.659930620635514,0
experience,-2.4484477135946037,0
experience,-0.8576478823133615,1
know,8.64783278660286,0
know,5.074701522847658,1
know,-39.77192766850823,0
know,-37.00694058997481,1
experience,2.242850243780259,1
experience,6.532944508847671,0
know,-3.8842113690986446,1
know,-7.997789796092814,0
know,-7.045476655237892,1
know,-6.901259977441187,0
know,9.206179734390885,0
know,3.784493959131585,1
know,4.084028107390836,0
know,6.1562942693780265,1
know,-9.473363075841378,1
know,-11.837464327833558,0
experience,17.978755028913838,0
experience,11.363545834549393,1
know,-2.2947841904130795,1
know,0.45447103718041504,0
know,-0.8576478823133615,1
know,-2.4484477135946037,0
know,9.10942041081726,1
know,9.59896410873322,0
know,14.695975956555962,0
know,10.090743559513893,1
know,1.9452309126259282,0
know,3.0238071686224055,1
know,-8.690271690378083,0
know,-3.872406042863108,1
know,0.579974909010339,1
know,2.049935480220233,0
know,0.3022853808766657,0
know,2.9302077963265116,1
experience,8.07673596466394,0
experience,10.181521329110632,1
know,9.848445935811379,0
know,7.370675314581332,1
know,-10.929856010886773,1
know,-8.051297464660479,0
know,-1.9623268288471274,0
know,-6.20716876365639,1
know,-5.866325520750748,0
know,-9.504854756541082,1
know,-10.727551786086398,0
know,-8.885410262063987,1
know,-5.528488691473976,0
know,8.207415649107809,1
know,20.24227571935695,0
know,18.98913793839567,1
know,3.66774123279221,0
know,-0.05217220298207037,1
know,1.082858023019151,1
know,-1.158225476205399,0
know,4.598802011662895,1
know,9.705062105196482,0
know,24.36664782122564,1
know,28.243135270534037,0
know,26.131916355467077,0
know,29.768784565927863,1
know,-3.7382461163695258,0
know,1.365407479513192,1
experience,-17.88218776494427,1
experience,-18.239700997201204,0
know,-3.9350098845724157,0
know,-2.0295211044781714,1
know,31.449227350453015,1
know,28.793191316551802,0
know,-12.579212517398908,1
know,-14.92472210606335,0
know,-22.42722182226067,0
know,-21.900420276989706,1
know,-3.1356974699275564,1
know,-3.477715559551331,0
know,-3.477715559551331,0
know,-3.1356974699275564,1
know,-10.009645965861747,1
know,-5.593637297050968,0
know,-2.4484477135946037,0
know,-0.8576478823133615,1
excellent,3.3808209906020403,1
